Time, xr, yr, zr, q0r, q1r, q2r, q3r, xn, yn, zn, q0n, q1n, q2n, q3n, xd, yd, zd, q0d, q1d, q2d, q3d
0.105, 0.298241, -0.172778, 0.336074, 0.077462, 0.996653, 0.0260377, -0.00227589, 0.298428, -0.172391, 0.335426, 0.0778818, 0.996609, 0.0265052, -0.00183238, 0, 0, 0, 0.0778818, 0.996609, 0.0265052, -0.00183238, 
0.106, 0.29824, -0.172778, 0.336073, 0.0774611, 0.996653, 0.0260382, -0.00227668, 0.298429, -0.172387, 0.335421, 0.0778792, 0.996609, 0.0265102, -0.00183142, 0, 0, 0, 0.0778792, 0.996609, 0.0265102, -0.00183142, 
0.107, 0.298239, -0.172777, 0.336073, 0.0774611, 0.996653, 0.0260386, -0.00227776, 0.29843, -0.172383, 0.335416, 0.0778766, 0.996609, 0.0265151, -0.0018305, 0, 0, 0, 0.0778766, 0.996609, 0.0265151, -0.0018305, 
0.108, 0.29824, -0.172778, 0.336073, 0.0774624, 0.996653, 0.0260382, -0.0022766, 0.29843, -0.172379, 0.33541, 0.077874, 0.996609, 0.0265201, -0.00182962, 0, 0, 0, 0.077874, 0.996609, 0.0265201, -0.00182962, 
0.109, 0.298239, -0.172778, 0.336073, 0.077462, 0.996653, 0.0260381, -0.00227766, 0.298431, -0.172375, 0.335405, 0.0778714, 0.996609, 0.026525, -0.00182879, 0, 0, 0, 0.0778714, 0.996609, 0.026525, -0.00182879, 
0.11, 0.29824, -0.172778, 0.336073, 0.0774615, 0.996653, 0.0260377, -0.00227578, 0.298431, -0.172371, 0.3354, 0.0778687, 0.996609, 0.0265299, -0.00182799, 0, 0, 0, 0.0778687, 0.996609, 0.0265299, -0.00182799, 
0.111, 0.298239, -0.172779, 0.336073, 0.0774628, 0.996653, 0.0260377, -0.00227703, 0.298432, -0.172367, 0.335395, 0.077866, 0.996609, 0.0265347, -0.00182724, 0, 0, 0, 0.077866, 0.996609, 0.0265347, -0.00182724, 
0.112, 0.298239, -0.172778, 0.336073, 0.077462, 0.996653, 0.0260376, -0.00227755, 0.298433, -0.172363, 0.335389, 0.0778633, 0.996609, 0.0265396, -0.00182653, 0, 0, 0, 0.0778633, 0.996609, 0.0265396, -0.00182653, 
0.113, 0.298239, -0.172778, 0.336073, 0.0774614, 0.996653, 0.0260381, -0.00227722, 0.298433, -0.172358, 0.335384, 0.0778606, 0.996609, 0.0265444, -0.00182586, 0, 0, 0, 0.0778606, 0.996609, 0.0265444, -0.00182586, 
0.114, 0.29824, -0.172778, 0.336073, 0.0774607, 0.996653, 0.0260382, -0.00227622, 0.298434, -0.172354, 0.335379, 0.0778579, 0.996609, 0.0265491, -0.00182522, 0, 0, 0, 0.0778579, 0.996609, 0.0265491, -0.00182522, 
0.115, 0.298239, -0.172777, 0.336072, 0.0774621, 0.996653, 0.0260386, -0.00227705, 0.298434, -0.172351, 0.335374, 0.0778551, 0.996609, 0.0265538, -0.00182463, 0, 0, 0, 0.0778551, 0.996609, 0.0265538, -0.00182463, 
0.116, 0.298238, -0.172776, 0.33607, 0.0774617, 0.996653, 0.0260405, -0.00227769, 0.298435, -0.172347, 0.335369, 0.0778523, 0.996609, 0.0265585, -0.00182408, 0, 0, 0, 0.0778523, 0.996609, 0.0265585, -0.00182408, 
0.117, 0.298237, -0.172777, 0.33607, 0.0774612, 0.996653, 0.0260395, -0.00227879, 0.298436, -0.172343, 0.335364, 0.0778495, 0.99661, 0.0265632, -0.00182357, 0, 0, 0, 0.0778495, 0.99661, 0.0265632, -0.00182357, 
0.118, 0.298237, -0.172776, 0.336069, 0.0774609, 0.996653, 0.0260404, -0.00227888, 0.298436, -0.172339, 0.33536, 0.0778467, 0.99661, 0.0265678, -0.00182309, 0, 0, 0, 0.0778467, 0.99661, 0.0265678, -0.00182309, 
0.119, 0.298237, -0.172776, 0.336071, 0.0774612, 0.996653, 0.0260405, -0.00227831, 0.298437, -0.172335, 0.335355, 0.0778439, 0.99661, 0.0265724, -0.00182265, 0, 0, 0, 0.0778439, 0.99661, 0.0265724, -0.00182265, 
0.12, 0.298238, -0.172776, 0.336071, 0.0774607, 0.996653, 0.02604, -0.00227788, 0.298437, -0.172331, 0.33535, 0.077841, 0.99661, 0.026577, -0.00182226, 0, 0, 0, 0.077841, 0.99661, 0.026577, -0.00182226, 
0.121, 0.298239, -0.172776, 0.336072, 0.0774612, 0.996653, 0.02604, -0.00227712, 0.298438, -0.172327, 0.335345, 0.0778381, 0.99661, 0.0265815, -0.0018219, 0, 0, 0, 0.0778381, 0.99661, 0.0265815, -0.0018219, 
0.122, 0.298238, -0.172777, 0.336072, 0.0774624, 0.996653, 0.02604, -0.00227727, 0.298438, -0.172323, 0.335341, 0.0778352, 0.99661, 0.026586, -0.00182157, 0, 0, 0, 0.0778352, 0.99661, 0.026586, -0.00182157, 
0.123, 0.298239, -0.172776, 0.336072, 0.0774611, 0.996653, 0.0260405, -0.00227681, 0.298439, -0.17232, 0.335336, 0.0778323, 0.99661, 0.0265905, -0.00182129, 0, 0, 0, 0.0778323, 0.99661, 0.0265905, -0.00182129, 
0.124, 0.29824, -0.172776, 0.336072, 0.0774619, 0.996653, 0.0260406, -0.00227624, 0.298439, -0.172316, 0.335331, 0.0778293, 0.99661, 0.0265949, -0.00182104, 0, 0, 0, 0.0778293, 0.99661, 0.0265949, -0.00182104, 
0.125, 0.298239, -0.172776, 0.336072, 0.0774615, 0.996653, 0.0260405, -0.00227672, 0.29844, -0.172312, 0.335327, 0.0778264, 0.99661, 0.0265993, -0.00182083, 0, 0, 0, 0.0778264, 0.99661, 0.0265993, -0.00182083, 
0.126, 0.29824, -0.172776, 0.336072, 0.0774621, 0.996653, 0.0260405, -0.00227675, 0.298441, -0.172309, 0.335322, 0.0778234, 0.99661, 0.0266037, -0.00182066, 0, 0, 0, 0.0778234, 0.99661, 0.0266037, -0.00182066, 
0.127, 0.298239, -0.172777, 0.336072, 0.0774611, 0.996653, 0.0260401, -0.00227668, 0.298441, -0.172305, 0.335318, 0.0778204, 0.996611, 0.026608, -0.00182052, 0, 0, 0, 0.0778204, 0.996611, 0.026608, -0.00182052, 
0.128, 0.298241, -0.172776, 0.336072, 0.0774621, 0.996653, 0.0260406, -0.00227589, 0.298442, -0.172301, 0.335313, 0.0778173, 0.996611, 0.0266123, -0.00182042, 0, 0, 0, 0.0778173, 0.996611, 0.0266123, -0.00182042, 
0.129, 0.298239, -0.172776, 0.336072, 0.0774607, 0.996653, 0.0260405, -0.00227721, 0.298442, -0.172298, 0.335309, 0.0778143, 0.996611, 0.0266166, -0.00182035, 0, 0, 0, 0.0778143, 0.996611, 0.0266166, -0.00182035, 
0.13, 0.298239, -0.172776, 0.336072, 0.0774619, 0.996653, 0.0260405, -0.00227823, 0.298443, -0.172294, 0.335305, 0.0778112, 0.996611, 0.0266208, -0.00182032, 0, 0, 0, 0.0778112, 0.996611, 0.0266208, -0.00182032, 
0.131, 0.29824, -0.172776, 0.336072, 0.0774603, 0.996653, 0.0260401, -0.0022767, 0.298443, -0.17229, 0.3353, 0.0778081, 0.996611, 0.026625, -0.00182033, 0, 0, 0, 0.0778081, 0.996611, 0.026625, -0.00182033, 
0.132, 0.298239, -0.172776, 0.336072, 0.0774615, 0.996653, 0.0260405, -0.00227688, 0.298444, -0.172287, 0.335296, 0.077805, 0.996611, 0.0266292, -0.00182037, 0, 0, 0, 0.077805, 0.996611, 0.0266292, -0.00182037, 
0.133, 0.29824, -0.172776, 0.336072, 0.0774611, 0.996653, 0.0260401, -0.00227591, 0.298444, -0.172283, 0.335292, 0.0778018, 0.996611, 0.0266333, -0.00182044, 0, 0, 0, 0.0778018, 0.996611, 0.0266333, -0.00182044, 
0.134, 0.298241, -0.172777, 0.336073, 0.0774611, 0.996653, 0.0260397, -0.00227494, 0.298445, -0.17228, 0.335288, 0.0777987, 0.996612, 0.0266374, -0.00182055, 0, 0, 0, 0.0777987, 0.996612, 0.0266374, -0.00182055, 
0.135, 0.298239, -0.172777, 0.336072, 0.0774606, 0.996653, 0.0260391, -0.00227759, 0.298445, -0.172277, 0.335283, 0.0777955, 0.996612, 0.0266414, -0.0018207, 0, 0, 0, 0.0777955, 0.996612, 0.0266414, -0.0018207, 
0.136, 0.29824, -0.172776, 0.336072, 0.0774615, 0.996653, 0.0260406, -0.0022764, 0.298446, -0.172273, 0.335279, 0.0777923, 0.996612, 0.0266455, -0.00182087, 0, 0, 0, 0.0777923, 0.996612, 0.0266455, -0.00182087, 
0.137, 0.298239, -0.172777, 0.336073, 0.0774601, 0.996653, 0.0260391, -0.00227679, 0.298446, -0.17227, 0.335275, 0.077789, 0.996612, 0.0266495, -0.00182108, 0, 0, 0, 0.077789, 0.996612, 0.0266495, -0.00182108, 
0.138, 0.298239, -0.172777, 0.336072, 0.0774611, 0.996653, 0.0260395, -0.00227771, 0.298447, -0.172266, 0.335271, 0.0777858, 0.996612, 0.0266534, -0.00182133, 0, 0, 0, 0.0777858, 0.996612, 0.0266534, -0.00182133, 
0.139, 0.29824, -0.172777, 0.336073, 0.0774615, 0.996653, 0.0260397, -0.00227501, 0.298447, -0.172263, 0.335267, 0.0777825, 0.996612, 0.0266573, -0.00182161, 0, 0, 0, 0.0777825, 0.996612, 0.0266573, -0.00182161, 
0.14, 0.298239, -0.172777, 0.336073, 0.0774614, 0.996653, 0.0260396, -0.00227651, 0.298448, -0.17226, 0.335263, 0.0777792, 0.996612, 0.0266612, -0.00182192, 0, 0, 0, 0.0777792, 0.996612, 0.0266612, -0.00182192, 
0.141, 0.29824, -0.172776, 0.336073, 0.0774615, 0.996653, 0.0260406, -0.00227506, 0.298448, -0.172256, 0.33526, 0.0777759, 0.996613, 0.0266651, -0.00182226, 0, 0, 0, 0.0777759, 0.996613, 0.0266651, -0.00182226, 
0.142, 0.298239, -0.172777, 0.336072, 0.0774623, 0.996653, 0.0260401, -0.00227685, 0.298449, -0.172253, 0.335256, 0.0777725, 0.996613, 0.0266689, -0.00182264, 0, 0, 0, 0.0777725, 0.996613, 0.0266689, -0.00182264, 
0.143, 0.29824, -0.172777, 0.336073, 0.0774615, 0.996653, 0.0260401, -0.00227551, 0.298449, -0.17225, 0.335252, 0.0777691, 0.996613, 0.0266727, -0.00182305, 0, 0, 0, 0.0777691, 0.996613, 0.0266727, -0.00182305, 
0.144, 0.298241, -0.172777, 0.336073, 0.0774606, 0.996653, 0.0260397, -0.00227453, 0.29845, -0.172247, 0.335248, 0.0777657, 0.996613, 0.0266764, -0.00182348, 0, 0, 0, 0.0777657, 0.996613, 0.0266764, -0.00182348, 
0.145, 0.29824, -0.172776, 0.336073, 0.0774615, 0.996653, 0.0260401, -0.00227648, 0.29845, -0.172244, 0.335245, 0.0777623, 0.996613, 0.0266801, -0.00182396, 0, 0, 0, 0.0777623, 0.996613, 0.0266801, -0.00182396, 
0.146, 0.29824, -0.172777, 0.336073, 0.077462, 0.996653, 0.0260396, -0.00227589, 0.298451, -0.17224, 0.335241, 0.0777589, 0.996613, 0.0266838, -0.00182446, 0, 0, 0, 0.0777589, 0.996613, 0.0266838, -0.00182446, 
0.147, 0.298239, -0.172777, 0.336073, 0.0774619, 0.996653, 0.0260401, -0.00227694, 0.298451, -0.172237, 0.335237, 0.0777554, 0.996614, 0.0266875, -0.00182499, 0, 0, 0, 0.0777554, 0.996614, 0.0266875, -0.00182499, 
0.148, 0.298239, -0.172777, 0.336072, 0.0774629, 0.996653, 0.0260396, -0.00227726, 0.298452, -0.172234, 0.335234, 0.0777519, 0.996614, 0.0266911, -0.00182556, 0, 0, 0, 0.0777519, 0.996614, 0.0266911, -0.00182556, 
0.149, 0.29824, -0.172777, 0.336072, 0.0774621, 0.996653, 0.0260391, -0.00227668, 0.298452, -0.172231, 0.33523, 0.0777484, 0.996614, 0.0266946, -0.00182615, 0, 0, 0, 0.0777484, 0.996614, 0.0266946, -0.00182615, 
0.15, 0.29824, -0.172777, 0.336072, 0.0774615, 0.996653, 0.0260401, -0.00227638, 0.298453, -0.172228, 0.335227, 0.0777449, 0.996614, 0.0266982, -0.00182678, 0, 0, 0, 0.0777449, 0.996614, 0.0266982, -0.00182678, 
0.151, 0.298241, -0.172776, 0.336072, 0.0774611, 0.996653, 0.0260406, -0.00227584, 0.298453, -0.172225, 0.335224, 0.0777413, 0.996614, 0.0267017, -0.00182743, 0, 0, 0, 0.0777413, 0.996614, 0.0267017, -0.00182743, 
0.152, 0.298239, -0.172777, 0.336073, 0.0774619, 0.996653, 0.0260396, -0.00227692, 0.298454, -0.172222, 0.33522, 0.0777377, 0.996614, 0.0267051, -0.00182812, 0, 0, 0, 0.0777377, 0.996614, 0.0267051, -0.00182812, 
0.153, 0.29824, -0.172777, 0.336072, 0.0774611, 0.996653, 0.0260396, -0.00227676, 0.298454, -0.172219, 0.335217, 0.0777341, 0.996615, 0.0267085, -0.00182883, 0, 0, 0, 0.0777341, 0.996615, 0.0267085, -0.00182883, 
0.154, 0.298239, -0.172776, 0.336072, 0.077462, 0.996653, 0.02604, -0.00227776, 0.298455, -0.172216, 0.335214, 0.0777305, 0.996615, 0.0267119, -0.00182958, 0, 0, 0, 0.0777305, 0.996615, 0.0267119, -0.00182958, 
0.155, 0.29824, -0.172777, 0.336073, 0.0774616, 0.996653, 0.0260392, -0.00227588, 0.298455, -0.172213, 0.33521, 0.0777268, 0.996615, 0.0267153, -0.00183035, 0, 0, 0, 0.0777268, 0.996615, 0.0267153, -0.00183035, 
0.156, 0.29824, -0.172776, 0.336073, 0.0774607, 0.996653, 0.0260396, -0.0022759, 0.298456, -0.172211, 0.335207, 0.0777231, 0.996615, 0.0267186, -0.00183115, 0, 0, 0, 0.0777231, 0.996615, 0.0267186, -0.00183115, 
0.157, 0.298239, -0.172777, 0.336073, 0.0774615, 0.996653, 0.0260396, -0.00227732, 0.298457, -0.172208, 0.335204, 0.0777194, 0.996615, 0.0267219, -0.00183198, 0, 0, 0, 0.0777194, 0.996615, 0.0267219, -0.00183198, 
0.158, 0.29824, -0.172776, 0.336072, 0.0774612, 0.996653, 0.0260396, -0.00227631, 0.298457, -0.172205, 0.335201, 0.0777157, 0.996616, 0.0267251, -0.00183284, 0, 0, 0, 0.0777157, 0.996616, 0.0267251, -0.00183284, 
0.159, 0.298241, -0.172777, 0.336072, 0.077462, 0.996653, 0.0260396, -0.00227581, 0.298458, -0.172202, 0.335198, 0.0777119, 0.996616, 0.0267283, -0.00183373, 0, 0, 0, 0.0777119, 0.996616, 0.0267283, -0.00183373, 
0.16, 0.29824, -0.172776, 0.336072, 0.0774611, 0.996653, 0.02604, -0.00227765, 0.298458, -0.172199, 0.335195, 0.0777081, 0.996616, 0.0267315, -0.00183464, 0, 0, 0, 0.0777081, 0.996616, 0.0267315, -0.00183464, 
0.161, 0.29824, -0.172776, 0.336072, 0.0774621, 0.996653, 0.0260401, -0.00227673, 0.298459, -0.172197, 0.335192, 0.0777043, 0.996616, 0.0267347, -0.00183558, 0, 0, 0, 0.0777043, 0.996616, 0.0267347, -0.00183558, 
0.162, 0.298239, -0.172776, 0.336072, 0.0774611, 0.996653, 0.02604, -0.00227813, 0.298459, -0.172194, 0.335189, 0.0777005, 0.996616, 0.0267378, -0.00183655, 0, 0, 0, 0.0777005, 0.996616, 0.0267378, -0.00183655, 
0.163, 0.298239, -0.172776, 0.336072, 0.0774616, 0.996653, 0.02604, -0.00227774, 0.29846, -0.172191, 0.335186, 0.0776966, 0.996617, 0.0267408, -0.00183755, 0, 0, 0, 0.0776966, 0.996617, 0.0267408, -0.00183755, 
0.164, 0.298239, -0.172777, 0.336072, 0.0774616, 0.996653, 0.0260395, -0.0022789, 0.29846, -0.172189, 0.335183, 0.0776927, 0.996617, 0.0267438, -0.00183857, 0, 0, 0, 0.0776927, 0.996617, 0.0267438, -0.00183857, 
0.165, 0.298241, -0.172777, 0.336072, 0.0774616, 0.996653, 0.0260396, -0.00227612, 0.298461, -0.172186, 0.335181, 0.0776888, 0.996617, 0.0267468, -0.00183962, 0, 0, 0, 0.0776888, 0.996617, 0.0267468, -0.00183962, 
0.166, 0.298239, -0.172776, 0.336072, 0.0774611, 0.996653, 0.02604, -0.00227813, 0.298462, -0.172183, 0.335178, 0.0776849, 0.996617, 0.0267498, -0.0018407, 0, 0, 0, 0.0776849, 0.996617, 0.0267498, -0.0018407, 
0.167, 0.29824, -0.172777, 0.336071, 0.0774615, 0.996653, 0.02604, -0.00227835, 0.298462, -0.172181, 0.335175, 0.0776809, 0.996618, 0.0267527, -0.0018418, 0, 0, 0, 0.0776809, 0.996618, 0.0267527, -0.0018418, 
0.168, 0.29824, -0.172777, 0.336072, 0.0774615, 0.996653, 0.0260401, -0.00227622, 0.298463, -0.172178, 0.335173, 0.0776769, 0.996618, 0.0267556, -0.00184292, 0, 0, 0, 0.0776769, 0.996618, 0.0267556, -0.00184292, 
0.169, 0.298239, -0.172776, 0.336072, 0.0774616, 0.996653, 0.02604, -0.00227814, 0.298463, -0.172176, 0.33517, 0.0776729, 0.996618, 0.0267584, -0.00184408, 0, 0, 0, 0.0776729, 0.996618, 0.0267584, -0.00184408, 
0.17, 0.29824, -0.172777, 0.336072, 0.0774624, 0.996653, 0.0260401, -0.00227591, 0.298464, -0.172173, 0.335167, 0.0776689, 0.996618, 0.0267612, -0.00184526, 0, 0, 0, 0.0776689, 0.996618, 0.0267612, -0.00184526, 
0.171, 0.298239, -0.172777, 0.336072, 0.077462, 0.996653, 0.0260395, -0.00227755, 0.298465, -0.172171, 0.335165, 0.0776648, 0.996619, 0.026764, -0.00184646, 0, 0, 0, 0.0776648, 0.996619, 0.026764, -0.00184646, 
0.172, 0.298241, -0.172777, 0.336073, 0.0774616, 0.996653, 0.0260397, -0.00227495, 0.298465, -0.172169, 0.335162, 0.0776607, 0.996619, 0.0267667, -0.00184769, 0, 0, 0, 0.0776607, 0.996619, 0.0267667, -0.00184769, 
0.173, 0.29824, -0.172776, 0.336073, 0.0774606, 0.996653, 0.0260401, -0.00227598, 0.298466, -0.172166, 0.33516, 0.0776566, 0.996619, 0.0267694, -0.00184894, 0, 0, 0, 0.0776566, 0.996619, 0.0267694, -0.00184894, 
0.174, 0.29824, -0.172777, 0.336073, 0.0774629, 0.996653, 0.0260396, -0.00227607, 0.298466, -0.172164, 0.335158, 0.0776525, 0.996619, 0.0267721, -0.00185022, 0, 0, 0, 0.0776525, 0.996619, 0.0267721, -0.00185022, 
0.175, 0.29824, -0.172776, 0.336073, 0.0774612, 0.996653, 0.0260396, -0.00227639, 0.298467, -0.172162, 0.335155, 0.0776483, 0.99662, 0.0267747, -0.00185152, 0, 0, 0, 0.0776483, 0.99662, 0.0267747, -0.00185152, 
0.176, 0.298242, -0.172776, 0.336073, 0.0774607, 0.996653, 0.0260402, -0.00227498, 0.298468, -0.172159, 0.335153, 0.0776441, 0.99662, 0.0267773, -0.00185285, 0, 0, 0, 0.0776441, 0.99662, 0.0267773, -0.00185285, 
0.177, 0.29824, -0.172777, 0.336073, 0.0774624, 0.996653, 0.0260392, -0.00227588, 0.298468, -0.172157, 0.335151, 0.0776399, 0.99662, 0.0267798, -0.0018542, 0, 0, 0, 0.0776399, 0.99662, 0.0267798, -0.0018542, 
0.178, 0.298241, -0.172777, 0.336073, 0.0774615, 0.996653, 0.0260392, -0.00227556, 0.298469, -0.172155, 0.335149, 0.0776356, 0.99662, 0.0267823, -0.00185557, 0, 0, 0, 0.0776356, 0.99662, 0.0267823, -0.00185557, 
0.179, 0.298241, -0.172777, 0.336072, 0.077462, 0.996653, 0.0260396, -0.00227621, 0.29847, -0.172153, 0.335147, 0.0776314, 0.996621, 0.0267848, -0.00185696, 0, 0, 0, 0.0776314, 0.996621, 0.0267848, -0.00185696, 
0.18, 0.29824, -0.172777, 0.336073, 0.0774615, 0.996653, 0.0260391, -0.0022768, 0.29847, -0.17215, 0.335144, 0.0776271, 0.996621, 0.0267872, -0.00185838, 0, 0, 0, 0.0776271, 0.996621, 0.0267872, -0.00185838, 
0.181, 0.29824, -0.172777, 0.336073, 0.0774616, 0.996653, 0.0260396, -0.0022759, 0.298471, -0.172148, 0.335142, 0.0776227, 0.996621, 0.0267896, -0.00185982, 0, 0, 0, 0.0776227, 0.996621, 0.0267896, -0.00185982, 
0.182, 0.298239, -0.172776, 0.336072, 0.0774607, 0.996653, 0.0260395, -0.00227819, 0.298472, -0.172146, 0.33514, 0.0776184, 0.996621, 0.0267919, -0.00186129, 0, 0, 0, 0.0776184, 0.996621, 0.0267919, -0.00186129, 
0.183, 0.29824, -0.172777, 0.336072, 0.0774621, 0.996653, 0.026039, -0.00227802, 0.298472, -0.172144, 0.335138, 0.077614, 0.996622, 0.0267942, -0.00186277, 0, 0, 0, 0.077614, 0.996622, 0.0267942, -0.00186277, 
0.184, 0.298239, -0.172777, 0.336072, 0.0774607, 0.996653, 0.026039, -0.00227856, 0.298473, -0.172142, 0.335137, 0.0776096, 0.996622, 0.0267965, -0.00186428, 0, 0, 0, 0.0776096, 0.996622, 0.0267965, -0.00186428, 
0.185, 0.298242, -0.172777, 0.336073, 0.077462, 0.996653, 0.0260402, -0.00227497, 0.298474, -0.17214, 0.335135, 0.0776052, 0.996622, 0.0267988, -0.00186581, 0, 0, 0, 0.0776052, 0.996622, 0.0267988, -0.00186581, 
0.186, 0.298241, -0.172777, 0.336073, 0.0774621, 0.996653, 0.0260391, -0.00227628, 0.298475, -0.172138, 0.335133, 0.0776007, 0.996622, 0.026801, -0.00186736, 0, 0, 0, 0.0776007, 0.996622, 0.026801, -0.00186736, 
0.187, 0.298241, -0.172777, 0.336073, 0.077462, 0.996653, 0.0260401, -0.00227592, 0.298475, -0.172136, 0.335131, 0.0775962, 0.996623, 0.0268031, -0.00186894, 0, 0, 0, 0.0775962, 0.996623, 0.0268031, -0.00186894, 
0.188, 0.298239, -0.172777, 0.336073, 0.0774611, 0.996653, 0.0260391, -0.00227776, 0.298476, -0.172134, 0.335129, 0.0775917, 0.996623, 0.0268052, -0.00187053, 0, 0, 0, 0.0775917, 0.996623, 0.0268052, -0.00187053, 
0.189, 0.298239, -0.172777, 0.336072, 0.0774619, 0.996653, 0.026039, -0.00227903, 0.298477, -0.172132, 0.335128, 0.0775871, 0.996623, 0.0268073, -0.00187215, 0, 0, 0, 0.0775871, 0.996623, 0.0268073, -0.00187215, 
0.19, 0.298241, -0.172776, 0.336073, 0.0774602, 0.996653, 0.0260401, -0.00227549, 0.298477, -0.17213, 0.335126, 0.0775826, 0.996624, 0.0268094, -0.00187378, 0, 0, 0, 0.0775826, 0.996624, 0.0268094, -0.00187378, 
0.191, 0.29824, -0.172777, 0.336073, 0.0774615, 0.996653, 0.0260396, -0.00227683, 0.298478, -0.172128, 0.335124, 0.077578, 0.996624, 0.0268114, -0.00187544, 0, 0, 0, 0.077578, 0.996624, 0.0268114, -0.00187544, 
0.192, 0.29824, -0.172776, 0.336072, 0.0774611, 0.996653, 0.0260401, -0.00227639, 0.298479, -0.172127, 0.335123, 0.0775733, 0.996624, 0.0268134, -0.00187712, 0, 0, 0, 0.0775733, 0.996624, 0.0268134, -0.00187712, 
0.193, 0.29824, -0.172776, 0.336071, 0.0774607, 0.996653, 0.0260401, -0.00227701, 0.29848, -0.172125, 0.335121, 0.0775687, 0.996625, 0.0268153, -0.00187881, 0, 0, 0, 0.0775687, 0.996625, 0.0268153, -0.00187881, 
0.194, 0.298238, -0.172776, 0.336071, 0.0774612, 0.996653, 0.0260405, -0.00227792, 0.298481, -0.172123, 0.33512, 0.077564, 0.996625, 0.0268172, -0.00188053, 0, 0, 0, 0.077564, 0.996625, 0.0268172, -0.00188053, 
0.195, 0.298235, -0.172775, 0.336068, 0.0774617, 0.996653, 0.0260411, -0.00228325, 0.298481, -0.172121, 0.335119, 0.0775593, 0.996625, 0.026819, -0.00188227, 0, 0, 0, 0.0775593, 0.996625, 0.026819, -0.00188227, 
0.196, 0.298234, -0.172773, 0.336066, 0.0774592, 0.996653, 0.026043, -0.0022839, 0.298482, -0.17212, 0.335117, 0.0775546, 0.996625, 0.0268208, -0.00188402, 0, 0, 0, 0.0775546, 0.996625, 0.0268208, -0.00188402, 
0.197, 0.298233, -0.172772, 0.336063, 0.0774588, 0.996653, 0.0260444, -0.00228513, 0.298483, -0.172118, 0.335116, 0.0775498, 0.996626, 0.0268226, -0.0018858, 0, 0, 0, 0.0775498, 0.996626, 0.0268226, -0.0018858, 
0.198, 0.29823, -0.17277, 0.33606, 0.077457, 0.996653, 0.0260461, -0.00228795, 0.298484, -0.172116, 0.335115, 0.077545, 0.996626, 0.0268244, -0.00188759, 0, 0, 0, 0.077545, 0.996626, 0.0268244, -0.00188759, 
0.199, 0.298228, -0.172768, 0.336056, 0.0774561, 0.996653, 0.0260493, -0.00229062, 0.298485, -0.172115, 0.335113, 0.0775402, 0.996626, 0.0268261, -0.0018894, 0, 0, 0, 0.0775402, 0.996626, 0.0268261, -0.0018894, 
0.2, 0.298227, -0.172767, 0.336054, 0.0774536, 0.996653, 0.0260502, -0.00229191, 0.298486, -0.172113, 0.335112, 0.0775353, 0.996627, 0.0268277, -0.00189123, 0, 0, 0, 0.0775353, 0.996627, 0.0268277, -0.00189123, 
0.201, 0.298225, -0.172765, 0.33605, 0.0774522, 0.996653, 0.0260524, -0.00229411, 0.298487, -0.172112, 0.335111, 0.0775304, 0.996627, 0.0268293, -0.00189308, 0, 0, 0, 0.0775304, 0.996627, 0.0268293, -0.00189308, 
0.202, 0.298223, -0.172763, 0.336047, 0.0774506, 0.996653, 0.0260542, -0.00229672, 0.298487, -0.17211, 0.33511, 0.0775255, 0.996627, 0.0268309, -0.00189495, 0, 0, 0, 0.0775255, 0.996627, 0.0268309, -0.00189495, 
0.203, 0.298221, -0.172761, 0.336044, 0.0774484, 0.996653, 0.0260564, -0.00229957, 0.298488, -0.172109, 0.335109, 0.0775206, 0.996628, 0.0268325, -0.00189683, 0, 0, 0, 0.0775206, 0.996628, 0.0268325, -0.00189683, 
0.204, 0.298219, -0.17276, 0.336041, 0.0774475, 0.996653, 0.0260577, -0.0023031, 0.298489, -0.172107, 0.335108, 0.0775156, 0.996628, 0.026834, -0.00189874, 0, 0, 0, 0.0775156, 0.996628, 0.026834, -0.00189874, 
0.205, 0.298215, -0.172758, 0.336038, 0.0774466, 0.996653, 0.0260593, -0.00230766, 0.29849, -0.172106, 0.335107, 0.0775106, 0.996628, 0.0268354, -0.00190066, 0, 0, 0, 0.0775106, 0.996628, 0.0268354, -0.00190066, 
0.206, 0.298214, -0.172756, 0.336036, 0.0774444, 0.996653, 0.0260612, -0.00230875, 0.298491, -0.172104, 0.335106, 0.0775056, 0.996629, 0.0268369, -0.00190259, 0, 0, 0, 0.0775056, 0.996629, 0.0268369, -0.00190259, 
0.207, 0.298213, -0.172755, 0.336033, 0.0774435, 0.996653, 0.026063, -0.00231007, 0.298492, -0.172103, 0.335105, 0.0775005, 0.996629, 0.0268383, -0.00190455, 0, 0, 0, 0.0775005, 0.996629, 0.0268383, -0.00190455, 
0.208, 0.298211, -0.172753, 0.33603, 0.0774418, 0.996653, 0.0260647, -0.00231368, 0.298493, -0.172102, 0.335104, 0.0774955, 0.99663, 0.0268396, -0.00190652, 0, 0, 0, 0.0774955, 0.99663, 0.0268396, -0.00190652, 
0.209, 0.29821, -0.172751, 0.336027, 0.0774382, 0.996654, 0.0260675, -0.00231511, 0.298494, -0.1721, 0.335103, 0.0774903, 0.99663, 0.0268409, -0.00190851, 0, 0, 0, 0.0774903, 0.99663, 0.0268409, -0.00190851, 
