Time, Fx, Fy, Fz, Tx, Ty, Yz, Fx_tmp, Fy_tmp, Fz_tmp, Tx_tmp, Ty_tmp, Tz_tmp
115.688, 1.88, 0, -1.68, 0, 0, 0.0085, 1.88, 0.44, -1.68, 0.0025, 0.015, 0.0085, 
115.788, 1.54, 0, -1.76, 0, 0, 0.0075, 1.54, -0.34, -1.76, -0.008, 0.0305, 0.0075, 
115.888, 1.82, 0, -1.64, 0, 0, 0, 1.82, -0.08, -1.64, -0.0025, 0.015, -0.0005, 
115.988, 1.92, 0, -1.28, 0, 0, 0, 1.92, 0.08, -1.28, -0.0125, 0.0255, 0.0005, 
116.088, 1.4, 0, -1.22, 0, 0, 0, 1.4, -0.74, -1.22, -0.012, 0.034, 0.0025, 
116.188, 1.64, 0, -0.9, 0, 0, 0.007, 1.64, 0.04, -0.9, 0, 0.033, 0.007, 
116.288, 1.56, 0, -1.54, 0, 0, 0, 1.56, 0.12, -1.54, -0.0035, 0.017, 0, 
116.388, 1.92, 0, -2.08, 0, 0, 0.0135, 1.92, -0.04, -2.08, -0.009, 0.0215, 0.0135, 
116.488, 1.8, 0, -1.18, 0, 0, 0, 1.8, 0.18, -1.18, 0.0055, 0.023, -0.0015, 
116.588, 1.88, 0, -1.54, 0, 0, 0, 1.88, 0.04, -1.54, -0.015, 0.016, -0.0015, 
116.688, 1.86, 0, -1.38, 0, 0, 0, 1.86, 0.08, -1.38, -0.009, 0.016, 0.0005, 
116.788, 1.76, 0, -1.6, 0, 0, 0, 1.76, -0.28, -1.6, -0.011, 0.022, -0.0015, 
116.888, 1.52, 0, -1.34, 0, 0, 0, 1.52, -0.08, -1.34, -0.0055, 0.0205, -0.0005, 
116.988, 1.88, 0, -1.7, 0, 0, 0, 1.88, -0.26, -1.7, -0.007, 0.0255, 0.003, 
117.088, 1.64, 0, -1.66, 0, 0, 0, 1.64, -0.36, -1.66, -0.0085, 0.019, 0, 
117.188, 1.88, 0, -0.96, 0, 0, 0, 1.88, -0.32, -0.96, -0.0105, 0.019, -0.0035, 
117.288, 1.9, 0, -1.16, 0, 0, 0, 1.9, 0.24, -1.16, -0.007, 0.0105, -0.0025, 
117.388, 1.82, 0, -1.16, 0, 0, -0.0065, 1.82, 0.12, -1.16, -0.009, 0.0335, -0.0065, 
117.488, 1.58, 0, -1.62, 0, 0, 0, 1.58, -0.26, -1.62, 0.0035, 0.003, -0.003, 
117.588, 2.1, 0, -1.02, 0, 0, 0, 2.1, 0, -1.02, 0.0125, 0.0065, -0.003, 
117.688, 1.94, 0, -1.8, 0, 0, 0, 1.94, -0.42, -1.8, -0.011, 0.022, 0.0035, 
117.788, 1.22, 0, -1.4, 0, 0, -0.01, 1.22, 0, -1.4, -0.0275, 0.021, -0.01, 
117.888, 1.72, 0, -1.38, 0, 0, 0, 1.72, -0.22, -1.38, -0.006, 0.0275, 0, 
117.988, 2.28, 0, -1.46, 0, 0, 0, 2.28, -0.06, -1.46, -0.0075, 0.0105, -0.001, 
118.088, 1.94, 0, -1.18, 0, 0, 0, 1.94, 0, -1.18, 0.0065, 0.018, -0.0025, 
118.188, 1.74, 0, -1.08, 0, 0, -0.0055, 1.74, 0.02, -1.08, 0.0005, 0.0245, -0.0055, 
118.288, 1.78, 0, -1.3, 0, 0, 0, 1.78, -0.24, -1.3, -0.009, 0.0235, 0.0045, 
118.388, 1.74, 0, -1.28, 0, 0, 0, 1.74, -0.3, -1.28, 0, 0.002, 0, 
118.488, 1.92, 0, -1.56, 0, 0, 0, 1.92, 0, -1.56, -0.007, 0.017, 0.0005, 
118.588, 1.64, 0, -1.62, 0, 0, -0.0065, 1.64, -0.1, -1.62, -0.0145, 0.026, -0.0065, 
118.688, 1.76, 0, -1.52, 0, 0, 0, 1.76, -0.1, -1.52, -0.0145, 0.023, 0, 
118.788, 1.76, 0, -1.38, 0, 0, 0, 1.76, 0, -1.38, -0.007, 0.022, 0.0015, 
118.888, 1.88, 0, -1.4, 0, 0, 0, 1.88, -0.14, -1.4, -0.002, 0.0215, 0.0005, 
118.988, 1.64, 0, -1.48, 0, 0, 0.0125, 1.64, -0.34, -1.48, -0.005, 0.022, 0.0125, 
119.088, 2.06, 0, -1.14, 0, 0, 0, 2.06, 0.02, -1.14, 0.001, 0.0305, 0, 
119.188, 1.78, 0, -1.32, 0, 0, 0, 1.78, 0.22, -1.32, -0.003, 0.0185, 0, 
119.288, 2.32, 0, -1.14, 0, 0, 0, 2.32, 0.24, -1.14, -0.001, 0.032, -0.0015, 
119.388, 1.64, 0, -1.68, 0, 0, 0, 1.64, 0.46, -1.68, -0.002, 0.038, 0, 
119.488, 2.04, 0, -1.4, 0, 0, 0.0055, 2.04, -0.12, -1.4, 0.0085, 0.0185, 0.0055, 
119.588, 2.02, 0, -1.5, 0, 0, 0, 2.02, 0, -1.5, 0.011, 0.042, 0.0025, 
119.688, 1.64, 0, -0.92, 0, 0, -0.0055, 1.64, 0.22, -0.92, 0.0015, 0.0075, -0.0055, 
119.788, 2.16, 0, -1.74, 0, 0, 0.0075, 2.16, -0.1, -1.74, -0.004, 0.0235, 0.0075, 
119.888, 1.4, 0, -1.54, 0, 0, 0, 1.4, -0.26, -1.54, -0.019, 0.0295, 0.003, 
119.988, 1.58, 0, -1.24, 0, 0, 0, 1.58, -0.22, -1.24, -0.0105, 0.045, -0.0035, 
120.088, 2.16, 0, -1.66, 0, 0, 0, 2.16, -0.54, -1.66, -0.011, 0.0085, 0.001, 
120.188, 1.86, 0, -1.64, 0, 0, 0, 1.86, 0.02, -1.64, -0.0045, 0.0415, -0.0045, 
120.288, 1.88, 0, -1.62, 0, 0, 0, 1.88, 0.2, -1.62, -0.0025, 0.022, -0.003, 
120.388, 1.96, 0, -1.42, 0, 0, 0, 1.96, 0, -1.42, 0.009, 0.0185, -0.0015, 
120.488, 1.9, 0, -1.24, 0, 0, 0.0055, 1.9, -0.16, -1.24, 0.0025, 0.006, 0.0055, 
120.588, 1.76, 0, -1.72, 0, 0, 0, 1.76, -0.18, -1.72, -0.0125, 0.025, -0.003, 
120.688, 1.76, 0, -1.34, 0, 0, -0.0075, 1.76, 0.06, -1.34, -0.0055, 0.013, -0.0075, 
120.788, 1.84, 0, -1.28, 0, 0, -0.005, 1.84, 0, -1.28, -0.0035, 0.0235, -0.005, 
120.888, 1.92, 0, -1.56, 0, 0, 0, 1.92, -0.24, -1.56, -0.0155, 0.0155, 0.001, 
120.988, 1.8, 0, -1.24, 0, 0, 0, 1.8, -0.18, -1.24, -0.0145, 0.0275, 0.0015, 
121.088, 1.88, 0, -1.12, 0, 0, -0.01, 1.88, 0.36, -1.12, -0.0005, 0.0315, -0.01, 
121.188, 1.74, 0, -1.76, 0, 0, -0.0095, 1.74, 0.08, -1.76, 0.0045, 0.0205, -0.0095, 
121.288, 1.8, 0, -1.32, 0, 0, 0, 1.8, 0.06, -1.32, -0.0045, 0.019, 0.0045, 
121.388, 2.18, 0, -1.66, 0, 0, -0.006, 2.18, 0.06, -1.66, -0.0045, 0.007, -0.006, 
121.488, 1.44, 0, -1.02, 0, 0, 0.005, 1.44, -0.04, -1.02, -0.0035, 0.028, 0.005, 
121.588, 1.98, 0, -1.4, 0, 0, -0.018, 1.98, 0.18, -1.4, 0.0005, 0.018, -0.018, 
121.688, 1.92, 0, -1.32, 0, 0, 0, 1.92, -0.22, -1.32, -0.005, 0.011, -0.001, 
121.788, 1.64, 0, -1.02, 0, 0, -0.0105, 1.64, 0.22, -1.02, 0.005, 0.03, -0.0105, 
121.888, 1.72, 0, -1.12, 0, 0, 0.0125, 1.72, 0.26, -1.12, -0.0085, 0.029, 0.0125, 
121.988, 1.6, 0, -1.06, 0, 0, 0.006, 1.6, 0.1, -1.06, -0.012, 0.03, 0.006, 
122.088, 1.66, 0, -1.36, 0, 0, -0.0065, 1.66, 0.1, -1.36, -0.0165, 0.0175, -0.0065, 
122.188, 1.82, 0, -1.62, 0, 0, -0.0085, 1.82, -0.3, -1.62, -0.016, 0.025, -0.0085, 
122.288, 2.16, 0, -1.56, 0, 0, 0, 2.16, 0.2, -1.56, 0.003, 0.021, 0.0015, 
122.388, 1.66, 0, -1.5, 0, 0, 0, 1.66, 0, -1.5, -0.0045, 0.034, -0.004, 
122.488, 1.68, 0, -1.14, 0, 0, 0, 1.68, -0.1, -1.14, -0.001, 0.027, 0.002, 
122.588, 2.04, 0, -2, 0, 0, 0, 2.04, -0.06, -2, -0.0085, 0.01, 0.0005, 
122.688, 1.68, 0, -1.04, 0, 0, 0, 1.68, 0.38, -1.04, 0, 0.0285, 0.0005, 
122.788, 1.96, 0, -1.18, 0, 0, 0, 1.96, 0.22, -1.18, 0.001, 0.025, 0.004, 
122.888, 1.86, 0, -1.52, 0, 0, 0, 1.86, -0.36, -1.52, -0.012, 0.018, 0.0015, 
122.988, 1.76, 0, -1.1, 0, 0, 0, 1.76, -0.4, -1.1, -0.009, 0.024, 0.0045, 
123.088, 1.94, 0, -1.54, 0, 0, -0.008, 1.94, 0.22, -1.54, -0.0025, 0.0155, -0.008, 
123.188, 1.88, 0, -1.56, 0, 0, 0, 1.88, -0.16, -1.56, -0.0065, 0.0065, -0.004, 
123.288, 2.04, 0, -1.74, 0, 0, 0, 2.04, 0.24, -1.74, -0.004, 0.0195, 0.0005, 
123.388, 1.68, 0, -1.32, 0, 0, -0.009, 1.68, 0.12, -1.32, -0.0085, 0.023, -0.009, 
123.488, 1.74, 0, -1.36, 0, 0, 0, 1.74, 0.36, -1.36, 0, 0.0185, -0.0035, 
123.588, 2.38, 0, -1.34, 0, 0, -0.0105, 2.38, 0.24, -1.34, 0.003, 0.0235, -0.0105, 
123.688, 1.76, 0, -1.2, 0, 0, 0.0255, 1.76, -0.08, -1.2, -0.0095, 0.0195, 0.0255, 
123.788, 2.12, 0, -1.44, 0, 0, 0, 2.12, -0.12, -1.44, -0.019, 0.0155, 0, 
123.888, 2.56, 0, -2.32, 0, 0, 0.0145, 2.56, -0.22, -2.32, -0.01, 0.013, 0.0145, 
123.988, 1.9, 0, -1.44, 0, 0, -0.0225, 1.9, -0.18, -1.44, -0.011, 0.0235, -0.0225, 
124.088, 1.4, 0, -1.96, 0, 0, 0.011, 1.4, 0.7, -1.96, 0.0035, 0.0355, 0.011, 
124.188, 1.64, 0, -1.4, 0, 0, 0, 1.64, -0.38, -1.4, -0.008, 0.0045, 0, 
124.288, 1.92, 0, -1.5, 0, 0, -0.01, 1.92, 0.4, -1.5, 0.0035, 0.0245, -0.01, 
124.388, 1.88, 0, -1.94, 0, 0, 0, 1.88, 0, -1.94, 0, 0.017, -0.0045, 
124.488, 1.88, 0, -1.14, 0, 0, 0, 1.88, -0.36, -1.14, -0.0175, 0.0145, -0.004, 
124.588, 1.7, 0, -1.52, 0, 0, 0.0055, 1.7, 0.18, -1.52, -0.0155, 0.0275, 0.0055, 
124.688, 1.9, 0, -1.14, 0, 0, 0, 1.9, -0.14, -1.14, -0.011, 0.034, 0.0005, 
124.788, 1.76, 0, -1.22, 0, 0, 0, 1.76, 0.02, -1.22, 0.005, 0.023, -0.0015, 
124.888, 1.86, 0, -1.72, 0, 0, 0, 1.86, 0.06, -1.72, -0.0015, 0.016, 0, 
124.988, 1.78, 0, -1.74, 0, 0, 0, 1.78, -0.44, -1.74, -0.012, 0.0145, -0.0015, 
125.088, 2.14, 0, -1.32, 0, 0, 0.008, 2.14, -0.2, -1.32, -0.017, 0.027, 0.008, 
125.188, 1.78, 0, -1.64, 0, 0, -0.007, 1.78, 0.26, -1.64, -0.006, 0.0315, -0.007, 
125.288, 1.98, 0, -1.52, 0, 0, 0, 1.98, -0.32, -1.52, -0.012, 0.017, 0.001, 
125.388, 2.08, 0, -1.28, 0, 0, -0.005, 2.08, 0.34, -1.28, 0.0035, 0.018, -0.005, 
125.488, 1.8, 0, -1.56, 0, 0, 0, 1.8, -0.28, -1.56, -0.0135, 0.0125, 0.004, 
125.588, 1.52, 0, -1.46, 0, 0, 0.0055, 1.52, -0.18, -1.46, -0.01, 0.042, 0.0055, 
125.688, 1.44, 0, -1.56, 0, 0, 0, 1.44, -0.04, -1.56, -0.0105, 0.0395, 0.0005, 
125.788, 1.8, 0, -1.24, 0, 0, 0, 1.8, -0.12, -1.24, -0.012, 0.013, -0.0015, 
125.888, 2.14, 0, -1.78, 0, 0, 0.01, 2.14, -0.22, -1.78, -0.0085, 0.0315, 0.01, 
125.988, 2.12, 0, -1.32, 0, 0, 0, 2.12, -0.06, -1.32, -0.0125, 0.014, 0.0015, 
126.088, 1.74, 0, -1.02, 0, 0, -0.011, 1.74, 0.18, -1.02, -0.0005, 0.0095, -0.011, 
126.188, 2.02, 0, -1.3, 0, 0, 0, 2.02, 0.32, -1.3, -0.015, 0.0285, -0.003, 
126.288, 1.74, 0, -1.2, 0, 0, 0, 1.74, -0.28, -1.2, -0.011, 0.0195, 0.0005, 
126.388, 2.02, 0, -1.74, 0, 0, 0.0065, 2.02, -0.18, -1.74, -0.004, 0.0245, 0.0065, 
126.488, 1.76, 0, -1.58, 0, 0, 0, 1.76, -0.26, -1.58, -0.019, 0.0355, -0.0005, 
126.588, 2.02, 0, -1.36, 0, 0, 0.0055, 2.02, -0.2, -1.36, -0.0065, 0.0255, 0.0055, 
126.688, 2.2, 0, -1.38, 0, 0, -0.007, 2.2, 0.36, -1.38, -0.007, 0.0225, -0.007, 
126.788, 1.94, 0, -1.48, 0, 0, 0.006, 1.94, -0.04, -1.48, -0.001, 0.025, 0.006, 
126.888, 1.84, 0, -1.54, 0, 0, -0.0065, 1.84, -0.1, -1.54, -0.009, 0.0175, -0.0065, 
126.988, 1.8, 0, -1.72, 0, 0, 0, 1.8, -0.1, -1.72, -0.003, 0.0115, -0.003, 
127.088, 1.78, 0, -1.82, 0, 0, 0.0105, 1.78, -0.42, -1.82, -0.0065, 0.0195, 0.0105, 
127.188, 1.64, 0, -1.5, 0, 0, -0.007, 1.64, 0.12, -1.5, 0.0025, 0.018, -0.007, 
127.288, 1.62, 0, -1.76, 0, 0, 0, 1.62, 0.2, -1.76, 0.002, 0.008, -0.002, 
127.388, 1.7, 0, -1.32, 0, 0, 0, 1.7, 0, -1.32, -0.016, 0.021, -0.0015, 
127.488, 1.54, 0, -1.44, 0, 0, 0, 1.54, 0.06, -1.44, -0.0025, 0.0135, -0.0035, 
127.588, 2.04, 0, -1.6, 0, 0, 0, 2.04, 0, -1.6, 0.0045, 0.0135, 0.0005, 
127.688, 2.08, 0, -1.68, 0, 0, 0, 2.08, -0.04, -1.68, 0.0025, 0.0165, 0.003, 
127.788, 1.54, 0, -1.72, 0, 0, 0, 1.54, -0.16, -1.72, -0.009, 0.0175, -0.0035, 
127.888, 1.92, 0, 0, 0, 0, 0, 1.92, 0.1, -0.7, 0.001, 0.019, 0.003, 
127.988, 1.6, 0, -2.1, 0, 0, -0.0095, 1.6, 0.16, -2.1, -0.0065, 0.03, -0.0095, 
128.088, 1.66, 0, -2.06, 0, 0, 0, 1.66, 0.02, -2.06, 0.0065, 0.0345, 0, 
128.188, 1.78, 0, -1.46, 0, 0, 0, 1.78, 0.02, -1.46, -0.0095, 0.0095, -0.003, 
128.288, 1.6, 0, -1.4, 0, 0, 0, 1.6, -0.1, -1.4, -0.0025, 0.019, -0.0025, 
128.388, 1.88, 0, -1.48, 0, 0, 0, 1.88, -0.1, -1.48, 0.0035, 0.027, -0.0045, 
128.488, 1.92, 0, -1.22, 0, 0, -0.011, 1.92, 0.22, -1.22, 0.003, 0.025, -0.011, 
128.588, 1.78, 0, -1.34, 0, 0, 0, 1.78, -0.02, -1.34, -0.005, 0.019, 0.0005, 
128.688, 1.64, 0, -1.36, 0, 0, 0, 1.64, 0.2, -1.36, 0.0025, 0.024, 0.0015, 
128.788, 1.76, 0, -1.24, 0, 0, 0, 1.76, -0.36, -1.24, -0.0085, 0.0245, 0.004, 
128.888, 2.06, 0, -1.56, 0, 0, -0.005, 2.06, 0.08, -1.56, -0.008, 0.017, -0.005, 
128.988, 1.78, 0, -1.14, 0, 0, -0.0085, 1.78, 0.04, -1.14, -0.005, 0.0225, -0.0085, 
129.088, 2, 0, -1.54, 0, 0, 0.008, 2, -0.22, -1.54, -0.0075, 0.0135, 0.008, 
129.188, 1.8, 0, -1.58, 0, 0, 0, 1.8, -0.18, -1.58, -0.008, 0.0175, 0.0005, 
129.288, 2.02, 0, -1.22, 0, 0, 0, 2.02, 0.1, -1.22, -0.0035, 0.0135, 0.001, 
129.388, 1.7, 0, -1.58, 0, 0, 0, 1.7, -0.26, -1.58, -0.004, 0.029, 0.002, 
129.488, 1.66, 0, -1.2, 0, 0, -0.011, 1.66, 0.22, -1.2, 0.0025, 0.0235, -0.011, 
129.588, 1.26, 0, -1.8, 0, 0, -0.0075, 1.26, -0.18, -1.8, -0.0085, 0.0185, -0.0075, 
129.688, 2.26, 0, -1.46, 0, 0, 0, 2.26, -0.2, -1.46, -0.005, 0.008, 0.0035, 
129.788, 1.68, 0, -1.7, 0, 0, 0, 1.68, -0.24, -1.7, -0.007, 0.003, 0, 
129.888, 1.82, 0, -1.44, 0, 0, 0, 1.82, 0.04, -1.44, -0.0075, 0.0155, 0.0015, 
129.988, 1.62, 0, -0.94, 0, 0, -0.0145, 1.62, 0.22, -0.94, 0.0015, 0.022, -0.0145, 
130.088, 1.74, 0, -1.38, 0, 0, -0.007, 1.74, 0.26, -1.38, -0.002, 0.027, -0.007, 
130.188, 1.96, 0, -1.34, 0, 0, 0, 1.96, -0.2, -1.34, -0.001, 0.0225, 0.004, 
130.288, 2.02, 0, -1.78, 0, 0, 0, 2.02, 0.02, -1.78, -0.012, 0.03, 0.0035, 
130.388, 1.84, 0, -1.46, 0, 0, 0, 1.84, 0.24, -1.46, 0.0075, 0.028, 0.002, 
130.488, 2.1, 0, -1.5, 0, 0, 0, 2.1, -0.08, -1.5, 0.0015, 0.0295, 0.002, 
130.588, 1.8, 0, -1.64, 0, 0, 0.008, 1.8, 0.02, -1.64, -0.009, 0.0215, 0.008, 
130.688, 2.06, 0, -1.3, 0, 0, 0, 2.06, 0, -1.3, -0.001, 0.012, -0.001, 
130.788, 1.78, 0, -1.64, 0, 0, 0.005, 1.78, -0.24, -1.64, -0.0085, 0.027, 0.005, 
130.888, 1.76, 0, -1.62, 0, 0, 0, 1.76, -0.04, -1.62, -0.0165, 0.0155, -0.002, 
130.988, 1.72, 0, -1.3, 0, 0, -0.005, 1.72, -0.06, -1.3, -0.016, 0.0215, -0.005, 
131.088, 1.86, 0, -1.4, 0, 0, 0, 1.86, -0.28, -1.4, -0.009, 0.0205, 0.004, 
131.188, 1.84, 0, -1.28, 0, 0, 0, 1.84, 0.28, -1.28, -0.0005, 0.024, -0.0005, 
131.288, 1.62, 0, -1.54, 0, 0, 0, 1.62, 0, -1.54, -0.006, 0.0255, -0.0025, 
131.388, 2.02, 0, -1.12, 0, 0, -0.006, 2.02, -0.08, -1.12, -0.0135, 0.0125, -0.006, 
131.488, 1.7, 0, -1.34, 0, 0, 0, 1.7, 0.18, -1.34, -0.005, 0.013, -0.0025, 
131.588, 1.84, 0, -1.2, 0, 0, 0.009, 1.84, -0.32, -1.2, -0.012, 0.0185, 0.009, 
131.688, 1.92, 0, -1.58, 0, 0, 0, 1.92, -0.24, -1.58, 0.0045, 0.02, 0.001, 
131.788, 1.72, 0, -1.34, 0, 0, 0, 1.72, 0.16, -1.34, 0, 0.0245, 0.0005, 
131.888, 1.38, 0, -1.58, 0, 0, 0.006, 1.38, -0.6, -1.58, -0.011, 0.0115, 0.006, 
131.988, 1.78, 0, -1.54, 0, 0, 0, 1.78, 0, -1.54, -0.004, 0.0395, -0.004, 
132.088, 2.36, 0, -1, 0, 0, 0, 2.36, -0.18, -1, -0.009, 0.033, 0.0005, 
132.188, 1.78, 0, -1.06, 0, 0, -0.006, 1.78, 0.38, -1.06, 0.0095, 0.026, -0.006, 
132.288, 2.04, 0, -1.58, 0, 0, 0, 2.04, 0.06, -1.58, 0.0065, 0.014, -0.0045, 
132.388, 1.78, 0, -1.42, 0, 0, 0, 1.78, -0.06, -1.42, 0.0015, 0.013, -0.003, 
132.488, 1.64, 0, -1.52, 0, 0, 0, 1.64, -0.04, -1.52, 0.0015, 0.0175, -0.003, 
132.588, 1.9, 0, -1.56, 0, 0, 0, 1.9, -0.28, -1.56, -0.0075, 0.0225, 0.003, 
132.688, 1.78, 0, -1.64, 0, 0, 0, 1.78, -0.22, -1.64, -0.0115, 0.0215, 0.002, 
132.788, 1.74, 0, -1.4, 0, 0, 0.005, 1.74, -0.22, -1.4, -0.0185, 0.0245, 0.005, 
132.888, 1.92, 0, -1.34, 0, 0, 0, 1.92, 0.08, -1.34, -0.0075, 0.021, -0.0005, 
132.988, 1.98, 0, -1.42, 0, 0, 0, 1.98, 0.04, -1.42, -0.0055, 0.0195, -0.0025, 
133.088, 1.84, 0, -1.58, 0, 0, 0.006, 1.84, -0.34, -1.58, -0.0075, 0.0185, 0.006, 
133.188, 2.06, 0, -1.34, 0, 0, 0, 2.06, -0.28, -1.34, 0.004, 0.0215, 0, 
133.288, 2.14, 0, -1.2, 0, 0, 0, 2.14, 0.1, -1.2, 0, 0.026, -0.001, 
133.388, 1.72, 0, -1.3, 0, 0, -0.005, 1.72, -0.44, -1.3, -0.0005, 0.0345, -0.005, 
133.488, 1.98, 0, -1.76, 0, 0, 0.005, 1.98, -0.24, -1.76, -0.013, 0.024, 0.005, 
133.588, 1.92, 0, -1.04, 0, 0, 0.0075, 1.92, -0.5, -1.04, -0.015, 0.0235, 0.0075, 
133.688, 1.64, 0, -1.42, 0, 0, 0, 1.64, -0.22, -1.42, -0.01, 0.033, -0.0005, 
133.788, 1.64, 0, -1.62, 0, 0, -0.009, 1.64, 0.02, -1.62, -0.0045, 0.02, -0.009, 
133.888, 1.9, 0, -1.7, 0, 0, 0.008, 1.9, -0.14, -1.7, -0.0075, 0.019, 0.008, 
133.988, 1.84, 0, -1.22, 0, 0, 0, 1.84, -0.54, -1.22, -0.008, 0.022, -0.0025, 
134.088, 1.86, 0, -1.66, 0, 0, 0.011, 1.86, 0.24, -1.66, -0.0145, 0.0205, 0.011, 
134.188, 1.52, 0, -1.28, 0, 0, -0.0065, 1.52, 0.1, -1.28, -0.001, 0.0335, -0.0065, 
134.288, 1.62, 0, -1.52, 0, 0, 0.0175, 1.62, -0.48, -1.52, 0.0035, 0.027, 0.0175, 
134.388, 2.22, 0, -1.24, 0, 0, 0, 2.22, -0.06, -1.24, 0.0035, 0.0295, 0.0015, 
134.488, 2.02, 0, -1.32, 0, 0, 0.005, 2.02, -0.22, -1.32, -0.0115, 0.025, 0.005, 
134.588, 1.72, 0, -1.54, 0, 0, 0.009, 1.72, -0.42, -1.54, -0.0065, 0.0215, 0.009, 
134.688, 1.8, 0, -1.68, 0, 0, 0, 1.8, 0.14, -1.68, 0.0005, 0.023, -0.0045, 
134.788, 1.86, 0, -1.52, 0, 0, 0.0065, 1.86, -0.24, -1.52, -0.004, 0.0275, 0.0065, 
134.888, 1.82, 0, -1.5, 0, 0, 0, 1.82, 0.04, -1.5, -0.011, 0.0285, -0.0015, 
134.988, 1.6, 0, -1.22, 0, 0, 0, 1.6, -0.22, -1.22, -0.0155, 0.0255, 0.0005, 
135.088, 1.96, 0, -1.6, 0, 0, -0.008, 1.96, 0.08, -1.6, -0.004, 0.021, -0.008, 
135.188, 2.1, 0, -1.48, 0, 0, 0, 2.1, -0.16, -1.48, -0.0135, 0.021, 0.0015, 
135.288, 1.92, 0, -1.32, 0, 0, 0, 1.92, -0.46, -1.32, -0.007, 0.031, 0.0045, 
135.388, 1.92, 0, -1, 0, 0, -0.008, 1.92, 0.42, -1, 0.005, 0.0205, -0.008, 
135.488, 1.7, 0, -1.46, 0, 0, 0, 1.7, 0.14, -1.46, -0.0115, 0.022, -0.0045, 
135.588, 2.34, 0, -1.58, 0, 0, 0, 2.34, -0.52, -1.58, -0.0015, 0.002, 0, 
135.688, 2.06, 0, 0, 0, 0, 0, 2.06, -0.14, -0.52, -0.022, 0.0355, -0.0025, 
135.788, 1.82, 0, -1.18, 0, 0, 0, 1.82, 0.06, -1.18, 0.0065, 0.019, 0.001, 
135.888, 1.32, 0, -1.42, 0, 0, 0, 1.32, 0.08, -1.42, 0.009, 0.014, -0.003, 
135.988, 1.82, 0, -1.78, 0, 0, 0.0175, 1.82, -0.28, -1.78, -0.01, 0.0145, 0.0175, 
136.088, 1.88, 0, -1.04, 0, 0, 0, 1.88, -0.34, -1.04, -0.005, 0.0325, -0.004, 
136.188, 2.38, 0, -1.18, 0, 0, -0.011, 2.38, -0.24, -1.18, 0.0005, 0.018, -0.011, 
136.288, 1.52, 0, -1.52, 0, 0, 0, 1.52, -0.24, -1.52, -0.007, 0.0175, 0.002, 
136.388, 1.54, 0, -1.68, 0, 0, 0.0065, 1.54, -0.48, -1.68, -0.007, 0.0335, 0.0065, 
136.488, 2.04, 0, -1.3, 0, 0, -0.009, 2.04, 0.14, -1.3, -0.01, 0.015, -0.009, 
136.588, 1.6, 0, -1.64, 0, 0, 0, 1.6, -0.08, -1.64, -0.0005, 0.0205, -0.002, 
136.688, 1.84, 0, -1.16, 0, 0, 0.008, 1.84, -0.12, -1.16, -0.0015, 0.027, 0.008, 
136.788, 1.96, 0, -1.42, 0, 0, 0, 1.96, -0.06, -1.42, 0.0045, 0.0175, -0.004, 
136.888, 1.82, 0, -1.1, 0, 0, -0.0095, 1.82, 0.24, -1.1, -0.0035, 0.022, -0.0095, 
136.988, 1.94, 0, -1.46, 0, 0, 0, 1.94, 0.04, -1.46, -0.0045, 0.029, -0.0015, 
137.088, 1.96, 0, -1.44, 0, 0, 0, 1.96, 0.06, -1.44, -0.006, 0.014, -0.001, 
137.188, 1.94, 0, -1.7, 0, 0, -0.005, 1.94, 0.14, -1.7, -0.001, 0.011, -0.005, 
137.288, 1.84, 0, -1.6, 0, 0, 0, 1.84, -0.08, -1.6, 0.0005, 0.014, 0.003, 
137.388, 2.06, -0.8, -1.46, 0, 0, 0.0145, 2.06, -0.8, -1.46, -0.0145, 0.004, 0.0145, 
137.488, 1.7, 0, -1.6, 0, 0, -0.0075, 1.7, 0.04, -1.6, -0.0075, 0.0285, -0.0075, 
137.588, 1.78, 0, -1.58, 0, 0, 0, 1.78, -0.04, -1.58, 0.003, 0.016, -0.003, 
137.688, 1.54, 0, -1.42, 0, 0, 0, 1.54, 0.36, -1.42, 0.0055, 0.017, 0.004, 
137.788, 2.04, 0, -1.44, 0, 0, 0.005, 2.04, -0.34, -1.44, -0.007, 0.034, 0.005, 
137.888, 1.98, 0, -1.24, 0, 0, 0, 1.98, 0, -1.24, -0.002, 0.0035, 0.0015, 
137.988, 1.94, 0, -1.22, 0, 0, 0, 1.94, 0.24, -1.22, 0.001, 0.03, 0.004, 
138.088, 2.02, 0, -1.14, 0, 0, 0.006, 2.02, -0.16, -1.14, -0.007, 0.029, 0.006, 
138.188, 1.6, 0, -1.1, 0, 0, 0, 1.6, 0.12, -1.1, -0.004, 0.0235, -0.0005, 
138.288, 1.68, 0, -1.48, 0, 0, 0, 1.68, 0.02, -1.48, 0, 0.027, 0.003, 
138.388, 1.62, 0, -1.6, 0, 0, 0, 1.62, 0.02, -1.6, 0, 0.031, 0.0015, 
138.488, 1.68, 0, -1.2, 0, 0, 0, 1.68, -0.28, -1.2, -0.0085, 0.0255, 0.0025, 
138.588, 1.92, 0, -1.2, 0, 0, 0, 1.92, 0.34, -1.2, -0.0065, 0.013, -0.002, 
138.688, 1.94, 0, -1.26, 0, 0, 0, 1.94, -0.04, -1.26, -0.003, 0.0235, -0.0025, 
138.788, 2.02, 0, -1.6, 0, 0, 0, 2.02, 0.08, -1.6, -0.009, 0.02, 0.0005, 
