Time, q_r1, q_r2, q_r3, q_r4, q_r5, q_r6, dq_r1, dq_r2, dq_r3, dq_r4, dq_r5, dq_r6, q_n1, q_n2, q_n3, q_n4, q_n5, q_n6, dq_n1, dq_n2, dq_n3, dq_n4, dq_n5, dq_n6
27.786, 0.02207, -0.484492, -1.97638, 0.0241488, 1.0884, -0.0202066, -0, -0.0800269, -0.0134699, -0.00569547, 0.240159, 0.00569547, 0.0212263, -0.485957, -1.97707, 0.0240319, 1.09023, -0.015294, -0.000570987, -0.080451, -0.0128981, -0.00485367, 0.24332, 0.00443174, 
27.886, 0.0219923, -0.492665, -1.97737, 0.023584, 1.11203, -0.0195345, -0, -0.0808192, -0.0087158, -0.00664472, 0.235413, 0.00379698, 0.0211661, -0.493897, -1.97807, 0.0235638, 1.11381, -0.0148724, -0.000575908, -0.0776889, -0.00896977, -0.00442932, 0.229327, 0.00397841, 
27.986, 0.0219107, -0.500427, -1.97814, 0.0231008, 1.13448, -0.0189337, -0, -0.0752728, -0.00633876, -0.00569547, 0.210733, 0.00569547, 0.0211089, -0.501525, -1.97881, 0.0231413, 1.13609, -0.0144953, -0.000678009, -0.0753198, -0.00409631, -0.00434545, 0.215002, 0.00372187, 
28.086, 0.0218418, -0.507752, -1.97856, 0.0226784, 1.15573, -0.0183916, -0, -0.0721034, 0, -0.00284774, 0.206936, 0.00664472, 0.021052, -0.508867, -1.97923, 0.0227544, 1.1571, -0.0141525, -0.000567951, -0.0720955, -0.00261069, -0.0036978, 0.203912, 0.00325071, 
28.185, 0.0217673, -0.514864, -1.97881, 0.0222807, 1.17561, -0.017861, -0, -0.0705187, -0.00237704, -0.00379698, 0.198392, 0.00569547, 0.0209999, -0.515891, -1.9795, 0.022407, 1.17698, -0.0138501, -0.000533061, -0.0689578, -0.0013247, -0.00337312, 0.193149, 0.00286976, 
28.286, 0.0216984, -0.521828, -1.97888, 0.0218991, 1.19454, -0.0173256, -0, -0.0681417, 0, -0.00379698, 0.186052, 0.00379698, 0.0209475, -0.522639, -1.97952, 0.0220848, 1.19572, -0.0135723, -0.000468612, -0.0656659, -0.000480814, -0.00299399, 0.182912, 0.00259488, 
28.386, 0.021639, -0.528276, -1.97889, 0.0215346, 1.21239, -0.0168681, -0, -0.06418, 0, -0.00379698, 0.169915, 0.00474623, 0.0208971, -0.529098, -1.97939, 0.0217885, 1.21345, -0.0133163, -0.000544261, -0.0634408, 0.00315495, -0.00295257, 0.171424, 0.00250968, 
28.486, 0.0215708, -0.534347, -1.97888, 0.021209, 1.22919, -0.0164314, -0, -0.0586336, 0, -0.00284774, 0.16327, 0.00284774, 0.0208497, -0.535271, -1.97914, 0.0215185, 1.23021, -0.0130872, -0.000496777, -0.060598, 0.003807, -0.00266357, 0.162524, 0.00225013, 
28.586, 0.021509, -0.540381, -1.97886, 0.0209176, 1.24518, -0.0160755, -0, -0.0594259, 0, -0.00284774, 0.164219, -0, 0.0208035, -0.541178, -1.97875, 0.0212685, 1.24603, -0.0128813, -0.000432828, -0.0576878, 0.00398245, -0.0023571, 0.154252, 0.00187386, 
28.686, 0.0213917, -0.546176, -1.97881, 0.0206727, 1.26005, -0.0157432, -0.00237704, -0.0570489, 0, -0.00284774, 0.141438, 0.00379698, 0.0206678, -0.546764, -1.9783, 0.0209528, 1.26083, -0.0126702, -0.00158811, -0.0521832, 0.00440351, -0.00345918, 0.137604, 0.0020474, 
28.786, 0.0211937, -0.550822, -1.97877, 0.020535, 1.27197, -0.0154575, -0, -0.0380326, 0.00237704, -0, 0.0920768, -0, 0.0204878, -0.551193, -1.97796, 0.0206054, 1.27251, -0.0124725, -0.00155583, -0.0343993, 0.00292268, -0.00293633, 0.0899604, 0.00158595, 
28.886, 0.0209583, -0.553358, -1.97874, 0.0205094, 1.278, -0.0152212, -0.00316938, -0.0126775, 0, -0, 0.0275281, -0, 0.0202956, -0.553302, -1.97781, 0.0202663, 1.27803, -0.0123144, -0.0013105, -0.00962001, 0.001767, -0.00282532, 0.0220389, 0.00115979, 
28.986, 0.0207698, -0.553777, -1.97872, 0.0205094, 1.27847, -0.0151082, -0, -0, 0, -0, -0.0151879, -0, 0.0202146, -0.553169, -1.97787, 0.0201037, 1.2776, -0.0122622, -0.000278622, 0.0107271, 0.000117328, -0.000958742, -0.0306499, 0.000320666, 
29.086, 0.020685, -0.553165, -1.97873, 0.0205122, 1.27557, -0.0150474, -0, 0.0158469, 0, 0.00284774, -0.0417668, -0, 0.0202241, -0.551495, -1.97804, 0.0200891, 1.27317, -0.0122749, 0.000125613, 0.0218774, -0.00287143, 0.000294453, -0.0570681, -0.000221496, 
29.186, 0.0206604, -0.550827, -1.97875, 0.0205084, 1.26918, -0.0150028, -0, 0.0309015, 0, -0, -0.0920768, -0, 0.0202477, -0.548439, -1.97851, 0.020119, 1.26528, -0.0123148, -4.35165e-05, 0.0405334, -0.00634264, 0.00012188, -0.104599, -0.000382057, 
29.286, 0.020643, -0.546124, -1.97886, 0.0205084, 1.25631, -0.0149838, -0, 0.0578412, 0, -0, -0.157575, -0, 0.020226, -0.543176, -1.9791, 0.0201281, 1.2514, -0.0123925, -0.00031319, 0.0643097, -0.00586269, 0.000570382, -0.171161, -0.0012514, 
29.386, 0.0206184, -0.538838, -1.97914, 0.0205094, 1.2369, -0.0149838, -0, 0.084781, -0.00396173, -0, -0.216428, -0, 0.020206, -0.535649, -1.97973, 0.0202236, 1.23129, -0.0125449, 3.94211e-06, 0.0845436, -0.0054741, 0.00133063, -0.227789, -0.00180423, 
29.486, 0.0206042, -0.52972, -1.9794, 0.0205132, 1.21275, -0.0149867, -0, 0.0934968, -0.00237704, -0, -0.257246, -0, 0.0202099, -0.526629, -1.98009, 0.0204183, 1.2067, -0.012767, 0.000181394, 0.094089, -0.00185502, 0.00238235, -0.259117, -0.00269498, 
29.586, 0.0205946, -0.520244, -1.97957, 0.0205151, 1.18678, -0.0149895, -0, 0.0966661, 0, -0, -0.266738, -0, 0.0202402, -0.5171, -1.9802, 0.0207169, 1.18035, -0.0130526, 0.000327444, 0.0961977, 0.000505685, 0.00321822, -0.268256, -0.00307465, 
29.685, 0.0205907, -0.510507, -1.97958, 0.0205208, 1.15973, -0.0149905, -0, 0.10142, 0, -0, -0.285723, -0, 0.0202773, -0.507437, -1.97995, 0.0210485, 1.15301, -0.0133651, 0.000264709, 0.0970329, 0.00578226, 0.00333778, -0.279698, -0.00338396, 
29.786, 0.0205915, -0.500414, -1.97956, 0.0205284, 1.13106, -0.0149924, -0, 0.103005, 0, -0, -0.307556, -0, 0.0203167, -0.497411, -1.97938, 0.0214014, 1.12423, -0.0136993, 0.000168271, 0.105064, 0.00699862, 0.00327536, -0.303671, -0.0033768, 
29.886, 0.0205851, -0.489509, -1.97924, 0.0205398, 1.09802, -0.0149971, -0, 0.117267, 0.00554642, -0, -0.359764, -0, 0.0202788, -0.486215, -1.97822, 0.0216911, 1.09112, -0.0140461, -0.000890508, 0.119497, 0.0154853, 0.00271541, -0.358607, -0.00372553, 
29.986, 0.0205732, -0.476803, -1.97791, 0.0206176, 1.05948, -0.0150057, -0, 0.131529, 0.0182239, -0, -0.41577, -0, 0.0202181, -0.473587, -1.97618, 0.0220417, 1.05259, -0.0144752, -0.00104107, 0.132871, 0.0251473, 0.00316625, -0.412047, -0.00431312, 
30.086, 0.0205574, -0.462823, -1.97537, 0.0207638, 1.01485, -0.0150161, -0, 0.151338, 0.0324862, -0, -0.486963, -0, 0.0201671, -0.459319, -1.97315, 0.0224627, 1.00784, -0.0149741, -0.000398277, 0.154501, 0.0361034, 0.00424256, -0.492225, -0.00509489, 
30.186, 0.0205122, -0.445519, -1.97099, 0.0209337, 0.957561, -0.015019, -0, 0.194125, 0.0602183, -0, -0.649284, -0, 0.019998, -0.441791, -1.96825, 0.0227884, 0.950501, -0.0154897, -0.00228766, 0.197884, 0.0675097, 0.00270716, -0.668422, -0.00550936, 
30.286, 0.020311, -0.424135, -1.96231, 0.0210666, 0.881417, -0.0150731, -0.00316938, 0.22978, 0.107759, -0, -0.844829, -0, 0.019596, -0.420185, -1.9592, 0.0230328, 0.874236, -0.0161117, -0.00474655, 0.228632, 0.112587, 0.00355553, -0.839724, -0.0073162, 
30.386, 0.0199608, -0.40057, -1.94912, 0.0215526, 0.791397, -0.0153427, -0.00475407, 0.242458, 0.148169, 0.00664472, -0.95589, -0, 0.0192045, -0.396736, -1.94567, 0.0236645, 0.784164, -0.0170309, -0.00434434, 0.239831, 0.158683, 0.00694533, -0.965475, -0.00980485, 
30.485, 0.0194513, -0.376081, -1.93013, 0.0220994, 0.685416, -0.0156027, -0.00713111, 0.250381, 0.239288, 0.00284774, -1.15998, -0.00284774, 0.0185964, -0.372158, -1.92611, 0.0241663, 0.678242, -0.017925, -0.0087349, 0.244795, 0.238564, 0.00223945, -1.14652, -0.00787577, 
30.586, 0.0188356, -0.352755, -1.90363, 0.0228417, 0.569648, -0.0161486, -0.00396173, 0.213933, 0.276529, 0.0199342, -1.13815, -0.00664472, 0.0179735, -0.349475, -1.89961, 0.0251208, 0.562438, -0.0191413, -0.00541479, 0.204553, 0.282476, 0.0156458, -1.14329, -0.0165717, 
30.686, 0.0182136, -0.333997, -1.87408, 0.024089, 0.457532, -0.0170333, -0.00713111, 0.163223, 0.308222, 0.00949246, -1.08594, -0.00949246, 0.0172327, -0.331229, -1.87, 0.0265073, 0.450528, -0.0207304, -0.00840595, 0.160392, 0.306841, 0.0125312, -1.09287, -0.0148203, 
30.786, 0.0173983, -0.319644, -1.84252, 0.0248038, 0.351191, -0.0174699, -0.00950815, 0.119644, 0.324069, -0, -1.03373, -0, 0.0162716, -0.317515, -1.83835, 0.0271948, 0.344151, -0.0216843, -0.0105577, 0.115727, 0.323329, 0.000796118, -1.03469, -0.0036576, 
30.886, 0.0163445, -0.309611, -1.8101, 0.0242874, 0.250883, -0.0168482, -0.0126775, 0.0816116, 0.324069, -0.0218326, -0.982469, 0.0189849, 0.0151048, -0.307902, -1.80591, 0.0259349, 0.244015, -0.0207318, -0.0124838, 0.0772004, 0.324107, -0.0287424, -0.968065, 0.0255895, 
30.986, 0.0150736, -0.302986, -1.77847, 0.0200898, 0.157867, -0.0128851, -0.0134699, 0.045956, 0.300299, -0.0664472, -0.90558, 0.0702442, 0.0138473, -0.301858, -1.77435, 0.0205311, 0.151096, -0.0156116, -0.0117272, 0.043708, 0.305666, -0.0837554, -0.889838, 0.0815609, 
31.086, 0.0139334, -0.299454, -1.74964, 0.00891531, 0.0732068, -0.00204373, -0.0087158, 0.022978, 0.26702, -0.156626, -0.796417, 0.151879, 0.0128718, -0.298819, -1.74569, 0.00819556, 0.0666148, -0.00337435, -0.00677559, 0.0173092, 0.266762, -0.165485, -0.799743, 0.166012, 
31.186, 0.0133898, -0.298201, -1.72522, -0.0111147, -0.00235888, 0.0176474, -0, 0.00316938, 0.218687, -0.243007, -0.714782, 0.235413, 0.0126986, -0.298096, -1.72147, -0.0127736, -0.00869868, 0.0178798, 0.00397798, -0.00185253, 0.21936, -0.249696, -0.709292, 0.254818, 
31.285, 0.013458, -0.298287, -1.70493, -0.0379281, -0.0695835, 0.044606, 0.00237704, -0.00475407, 0.198879, -0.285723, -0.64169, 0.295215, 0.013739, -0.299046, -1.70141, -0.0403708, -0.0757613, 0.0462555, 0.0166972, -0.0156328, 0.187077, -0.290035, -0.63844, 0.300203, 
31.386, 0.0142614, -0.29959, -1.68622, -0.065197, -0.131517, 0.072529, 0.0150546, -0.022978, 0.190163, -0.25155, -0.612263, 0.254398, 0.0159533, -0.30124, -1.68277, -0.0680808, -0.137576, 0.0751503, 0.026649, -0.0277573, 0.193717, -0.249303, -0.606392, 0.262328, 
31.486, 0.0164594, -0.302663, -1.66467, -0.0843955, -0.192516, 0.0927479, 0.0261474, -0.0372402, 0.255928, -0.12625, -0.617959, 0.145235, 0.018836, -0.304641, -1.6611, -0.0873424, -0.198549, 0.0957392, 0.0295014, -0.0407567, 0.247187, -0.126307, -0.620581, 0.139237, 
31.586, 0.0189149, -0.307302, -1.63627, -0.089511, -0.256651, 0.098993, 0.020601, -0.0562565, 0.322485, 0.0180357, -0.668269, -0.00664472, 0.0214991, -0.309521, -1.63235, -0.0919836, -0.262654, 0.101482, 0.0220714, -0.0569543, 0.329152, 0.031073, -0.663735, -0.0224349, 
31.686, 0.0206533, -0.31385, -1.59989, -0.081526, -0.324979, 0.0921452, 0.0118852, -0.0713111, 0.404889, 0.127199, -0.710985, -0.114859, 0.0229537, -0.316138, -1.59568, -0.0824762, -0.33094, 0.09252, 0.00662403, -0.0746719, 0.39749, 0.14459, -0.696755, -0.142199, 
31.786, 0.0213117, -0.321852, -1.55882, -0.0659346, -0.394603, 0.0775192, 0.00237704, -0.0863657, 0.418358, 0.161372, -0.676812, -0.159473, 0.0228761, -0.324363, -1.55454, -0.0660269, -0.400479, 0.0760522, -0.00694255, -0.0882824, 0.416247, 0.170056, -0.686523, -0.172138, 
31.886, 0.0212563, -0.330984, -1.51798, -0.0510836, -0.461151, 0.0631201, -0.00237704, -0.0966661, 0.393796, 0.133844, -0.635995, -0.128148, 0.0219004, -0.333625, -1.51383, -0.0505053, -0.466989, 0.0602515, -0.0111398, -0.0958071, 0.394137, 0.13542, -0.641027, -0.138365, 
31.986, 0.0210479, -0.34096, -1.48005, -0.0401142, -0.522719, 0.0527201, -0.00237704, -0.102213, 0.358932, 0.0930261, -0.581888, -0.0873306, 0.0208425, -0.343409, -1.47609, -0.0392652, -0.528394, 0.0487568, -0.00954628, -0.0988279, 0.360653, 0.0911645, -0.588184, -0.0931746, 
32.085, 0.0206533, -0.351037, -1.44522, -0.032973, -0.579362, 0.0459046, -0.00396173, -0.0958738, 0.335954, 0.0569547, -0.54107, -0.0550562, 0.0200262, -0.353422, -1.44145, -0.0318757, -0.584831, 0.0412179, -0.00687706, -0.100508, 0.333273, 0.0595258, -0.542837, -0.0605369, 
32.186, 0.0201929, -0.361319, -1.41272, -0.0281907, -0.631764, 0.0414906, -0.00475407, -0.106967, 0.313769, 0.0360713, -0.5031, -0.0351221, 0.0194404, -0.363585, -1.40916, -0.0269514, -0.63718, 0.0362277, -0.00500904, -0.101939, 0.313364, 0.0409026, -0.506066, -0.0412835, 
32.286, 0.0197516, -0.371709, -1.38202, -0.0248275, -0.680833, 0.038359, -0.00237704, -0.102213, 0.302676, 0.0246804, -0.467029, -0.0265789, 0.0189993, -0.373844, -1.37861, -0.0234522, -0.686182, 0.0327097, -0.0039201, -0.102991, 0.298261, 0.0301169, -0.475333, -0.0301159, 
32.386, 0.0193641, -0.382, -1.3527, -0.0223263, -0.727071, 0.0360001, -0.00316938, -0.109344, 0.291583, 0.0246804, -0.446145, -0.0189849, 0.0186424, -0.38417, -1.34945, -0.0208021, -0.732331, 0.0300685, -0.00327534, -0.103421, 0.285628, 0.0234336, -0.448529, -0.0232802, 
32.486, 0.0190298, -0.392597, -1.32458, -0.0202607, -0.770796, 0.0340713, -0.00237704, -0.10459, 0.273359, 0.0151879, -0.424313, -0.0170864, 0.0183372, -0.394509, -1.32146, -0.0186984, -0.775942, 0.0279894, -0.00285371, -0.103423, 0.2744, 0.0189265, -0.424299, -0.01863, 
32.586, 0.0187334, -0.402946, -1.29752, -0.0186963, -0.812142, 0.0324756, -0.00316938, -0.103797, 0.269397, 0.0123402, -0.399632, -0.0151879, 0.0180677, -0.40482, -1.29456, -0.0169754, -0.817241, 0.0263013, -0.00255451, -0.102628, 0.2637, 0.0157191, -0.402042, -0.0153329, 
32.686, 0.018483, -0.413249, -1.27146, -0.0173721, -0.851445, 0.0312273, -0, -0.105382, 0.255928, 0.0142387, -0.37685, -0.00854321, 0.0178258, -0.415044, -1.26866, -0.0155346, -0.856405, 0.0249029, -0.00230258, -0.101588, 0.254107, 0.0132534, -0.381671, -0.0128179, 
32.786, 0.0182628, -0.423476, -1.24638, -0.0161675, -0.88881, 0.0301889, -0, -0.0990432, 0.250381, 0.00759396, -0.358815, -0.0104417, 0.0176056, -0.42516, -1.24371, -0.0143086, -0.893588, 0.0237235, -0.00211916, -0.100494, 0.244823, 0.0113955, -0.36233, -0.0109209, 
32.886, 0.0180615, -0.433319, -1.22222, -0.0150247, -0.924168, 0.0293004, -0.00237704, -0.100628, 0.237704, 0.0132894, -0.355018, -0.00854321, 0.0174031, -0.435136, -1.21968, -0.0132508, -0.9289, 0.0227176, -0.00193459, -0.0991756, 0.23601, 0.00979421, -0.344265, -0.00925498, 
32.986, 0.0178642, -0.443389, -1.19895, -0.0140403, -0.957795, 0.0285077, -0, -0.0998355, 0.226611, 0.0104417, -0.328439, -0.00474623, 0.0172166, -0.444946, -1.19652, -0.0123303, -0.962467, 0.0218508, -0.00179347, -0.0971342, 0.227255, 0.00861591, -0.327394, -0.00811551, 
33.086, 0.0176796, -0.453096, -1.17647, -0.0131195, -0.989823, 0.0277825, -0.00237704, -0.0950815, 0.217895, 0.0113909, -0.306606, -0.0104417, 0.0170441, -0.454577, -1.17419, -0.011522, -0.994395, 0.0210991, -0.001668, -0.0952844, 0.219312, 0.00760873, -0.311736, -0.00705678, 
33.186, 0.0175124, -0.4625, -1.1549, -0.0123383, -1.0203, 0.0270563, -0, -0.0927044, 0.212349, 0.00854321, -0.290469, -0.00854321, 0.0168833, -0.463979, -1.15272, -0.0108041, -1.02477, 0.0204379, -0.0015496, -0.0932232, 0.21131, 0.00676295, -0.296546, -0.00616719, 
33.286, 0.0173579, -0.47192, -1.13411, -0.0115466, -1.04932, 0.0263416, -0, -0.0927044, 0.202048, 0.00664472, -0.294266, -0.00664472, 0.0167329, -0.473188, -1.132, -0.0101632, -1.05368, 0.0198571, -0.00138896, -0.090961, 0.203637, 0.00588521, -0.281964, -0.00533002, 
33.386, 0.0172216, -0.48084, -1.11405, -0.0108537, -1.07688, 0.0257122, -0, -0.0863657, 0.194125, 0.00474623, -0.253449, -0.00474623, 0.0165901, -0.482141, -1.1121, -0.00958206, -1.08115, 0.0193314, -0.00155027, -0.086867, 0.192188, 0.00593734, -0.26362, -0.00528818, 
33.486, 0.0170798, -0.489284, -1.09562, -0.0101835, -1.10187, 0.0251104, -0.00237704, -0.0824039, 0.174316, 0.00569547, -0.236362, -0, 0.0164383, -0.490448, -1.0938, -0.00901829, -1.10609, 0.0188377, -0.00140183, -0.079912, 0.175225, 0.00515813, -0.237543, -0.00445881, 
33.586, 0.016934, -0.497338, -1.07842, -0.00958074, -1.12502, 0.0245636, -0, -0.0752728, 0.171939, 0.00664472, -0.224022, -0.00949246, 0.0163161, -0.498295, -1.07671, -0.00856272, -1.12916, 0.0184478, -0.00112767, -0.0766395, 0.166686, 0.00421427, -0.224826, -0.00367363, 
33.686, 0.0168096, -0.504978, -1.06196, -0.00908143, -1.14714, 0.0240207, -0.00237704, -0.0713111, 0.158469, 0.00854321, -0.217377, -0.00284774, 0.0162078, -0.505873, -1.06035, -0.00816309, -1.15108, 0.0181035, -0.00101996, -0.074055, 0.160193, 0.00376024, -0.214194, -0.00322065, 
33.786, 0.0166828, -0.512205, -1.0462, -0.00865142, -1.16787, 0.0235214, -0, -0.0721034, 0.15213, -0, -0.198392, -0.00379698, 0.0160995, -0.513128, -1.04479, -0.00778247, -1.17171, 0.0177808, -0.0013113, -0.0674709, 0.144964, 0.00426397, -0.191223, -0.00365316, 
33.886, 0.0165465, -0.518527, -1.0332, -0.00816921, -1.18466, 0.02291, -0, -0.0554642, 0.109344, 0.00759396, -0.13859, -0.00759396, 0.0159564, -0.519078, -1.03202, -0.00734376, -1.18838, 0.0174263, -0.00146569, -0.0508382, 0.109047, 0.00430458, -0.141258, -0.00338559, 
33.986, 0.016396, -0.522824, -1.02439, -0.00769743, -1.19577, 0.0223367, -0, -0.0301091, 0.0649723, 0.00379698, -0.0806859, -0.00664472, 0.015806, -0.523012, -1.02354, -0.00691904, -1.19925, 0.017094, -0.00155059, -0.0276667, 0.0600859, 0.0040838, -0.0757907, -0.00313254, 
34.086, 0.0162407, -0.524692, -1.02045, -0.00728166, -1.20044, 0.0217928, -0, -0.0087158, 0.0126775, 0.00379698, -0.0161372, -0.00474623, 0.0156665, -0.524546, -1.02014, -0.00655942, -1.20339, 0.0168241, -0.0013281, -0.00289146, 0.00736181, 0.00328689, -0.00715549, -0.00248664, 
34.186, 0.0160933, -0.524736, -1.0208, -0.00701018, -1.19934, 0.0212897, -0.00237704, 0.00713111, -0.0237704, -0, 0.0351221, -0.00759396, 0.0155577, -0.523613, -1.02192, -0.00628995, -1.20078, 0.0166286, -0.000752905, 0.0220382, -0.0445748, 0.00215974, 0.0602564, -0.0014286, 
34.286, 0.0159681, -0.52242, -1.02665, -0.00682792, -1.19126, 0.0208018, -0, 0.041202, -0.087158, -0, 0.115808, -0.00474623, 0.015457, -0.520045, -1.02926, -0.00608012, -1.19086, 0.016477, -0.00108726, 0.0497616, -0.102645, 0.00174633, 0.13775, -0.00144079, 
34.386, 0.0158493, -0.51695, -1.03901, -0.00673015, -1.17496, 0.0204183, -0, 0.0705187, -0.158469, -0, 0.193646, -0.00569547, 0.0153746, -0.513776, -1.04237, -0.00595974, -1.17323, 0.0163874, -0.000603817, 0.0746357, -0.158415, 0.000617948, 0.214957, -0.000415215, 
34.486, 0.0157701, -0.50837, -1.05697, -0.00669028, -1.1513, 0.0200965, -0, 0.0990432, -0.20601, -0.00379698, 0.26484, -0.00569547, 0.0153345, -0.505085, -1.06082, -0.00596299, -1.1484, 0.0163935, -0.000105581, 0.0960022, -0.205206, -0.000972924, 0.278702, 0.000674377, 
34.586, 0.0157146, -0.497933, -1.07946, -0.00668838, -1.12141, 0.01988, -0, 0.111721, -0.240873, -0, 0.322743, -0, 0.0153385, -0.494533, -1.08347, -0.00610083, -1.11767, 0.0164982, 1.14195e-05, 0.113437, -0.24513, -0.0018411, 0.333925, 0.00128783, 
34.685, 0.0156876, -0.486108, -1.10544, -0.00669503, -1.08626, 0.0197766, -0, 0.122814, -0.260682, -0, 0.37685, -0, 0.0153666, -0.482553, -1.10954, -0.0063537, -1.08186, 0.0166884, 0.000464896, 0.12479, -0.274166, -0.00313016, 0.379265, 0.0023047, 
34.786, 0.0156781, -0.473192, -1.13394, -0.00671022, -1.04712, 0.0197529, -0, 0.129945, -0.296337, -0, 0.40248, -0, 0.0154289, -0.469668, -1.13804, -0.00672731, -1.0422, 0.0169761, 0.000750259, 0.131995, -0.294647, -0.00431066, 0.413041, 0.00348065, 
34.886, 0.0156758, -0.459848, -1.16399, -0.00673015, -1.00498, 0.0197529, -0, 0.133906, -0.306638, -0, 0.436653, -0, 0.0155193, -0.45635, -1.16808, -0.00722627, -0.999696, 0.0173778, 0.00109214, 0.133651, -0.304511, -0.00576361, 0.434027, 0.00477328, 
34.986, 0.0156773, -0.446471, -1.19422, -0.00688013, -0.961983, 0.0197585, -0, 0.129152, -0.297922, -0, 0.418617, -0, 0.015653, -0.443311, -1.19817, -0.00789593, -0.956454, 0.0179275, 0.00139659, 0.127262, -0.297071, -0.00713366, 0.431078, 0.00587964, 
35.086, 0.0156813, -0.434037, -1.22376, -0.00706998, -0.919568, 0.0197661, -0, 0.119644, -0.292375, -0.00284774, 0.424313, -0.00379698, 0.0158004, -0.430922, -1.22743, -0.00865451, -0.913802, 0.0185668, 0.00156502, 0.120219, -0.286339, -0.00822123, 0.418178, 0.0069668, 
35.186, 0.0156869, -0.42243, -1.2513, -0.0074193, -0.8796, 0.0197975, -0, 0.106967, -0.255928, -0.00379698, 0.388241, -0, 0.0159838, -0.41971, -1.25465, -0.00957488, -0.873579, 0.0193771, 0.00220421, 0.102943, -0.254612, -0.0104858, 0.379057, 0.00943353, 
35.286, 0.0157019, -0.413022, -1.27464, -0.00799929, -0.845536, 0.0199332, -0, 0.0816116, -0.209179, -0.00474623, 0.298063, 0.00474623, 0.0162298, -0.410544, -1.27758, -0.0107087, -0.839329, 0.0204035, 0.00263362, 0.0795504, -0.20289, -0.0118733, 0.303937, 0.0107717, 
35.386, 0.0157288, -0.406008, -1.29195, -0.0088052, -0.820324, 0.020198, -0, 0.0586336, -0.141037, -0.00664472, 0.203139, -0, 0.0165098, -0.404006, -1.29439, -0.0119439, -0.814202, 0.0215354, 0.00312623, 0.0523792, -0.134896, -0.0121619, 0.201739, 0.0112794, 
35.486, 0.0157748, -0.40137, -1.30323, -0.00956175, -0.804007, 0.0204154, -0, 0.0364479, -0.084781, -0.00759396, 0.130996, -0, 0.0167691, -0.399906, -1.30519, -0.0130004, -0.797976, 0.0225212, 0.00222558, 0.0305217, -0.0827483, -0.00929875, 0.125792, 0.00867981, 
35.586, 0.0158287, -0.39865, -1.31006, -0.0101123, -0.793493, 0.0204629, -0, 0.0237704, -0.0578412, -0.00474623, 0.0911276, -0, 0.0169394, -0.397353, -1.3119, -0.0137249, -0.787832, 0.0231998, 0.00106038, 0.0217256, -0.0577637, -0.00494719, 0.0880342, 0.004562, 
35.686, 0.0158699, -0.3965, -1.31566, -0.0104654, -0.784973, 0.0204572, -0, 0.0190163, -0.0546718, -0.00474623, 0.0835336, -0, 0.0170354, -0.395258, -1.31743, -0.0141035, -0.779405, 0.023568, 0.00178391, 0.0211856, -0.0550289, -0.00339712, 0.0831601, 0.00400602, 
35.786, 0.0159151, -0.394192, -1.32201, -0.0106904, -0.77518, 0.0204486, -0, 0.0269397, -0.0736881, -0.00284774, 0.122453, -0, 0.0171016, -0.392832, -1.32372, -0.0142947, -0.769567, 0.0237681, -0.000437835, 0.0278976, -0.0729751, -0.00065317, 0.117095, 0.000601364, 
35.886, 0.0159293, -0.391122, -1.33022, -0.0108622, -0.761739, 0.0204467, -0, 0.0324862, -0.0903274, -0, 0.152829, -0, 0.0170562, -0.389707, -1.33196, -0.0144188, -0.756369, 0.0238793, -0.000553399, 0.0341573, -0.0907958, -0.00162636, 0.146146, 0.0012485, 
35.986, 0.0159372, -0.387534, -1.34006, -0.0111698, -0.745693, 0.0204515, -0, 0.0396173, -0.106174, -0.00474623, 0.187001, -0, 0.0170229, -0.385978, -1.34194, -0.0146349, -0.740313, 0.0240709, 1.29469e-05, 0.0402696, -0.108661, -0.00260881, 0.174942, 0.00247311, 
